"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"333","10","15","0000-00-00","12 сентября 1938г.","206","2","Гор.Саратов. Рязано-Уральская ж.д.","","1","1","0","6","10","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"334","10","19","0000-00-00","12 сентября 1938г.","210","1","Омская область","","1","1","0","12","6","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"335","10","19","0000-00-00","12 сентября 1938г.","210","2","Гор.Омск - Омская ж.д.","","1","1","0","20","15","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"336","10","20","0000-00-00","12 сентября 1938г.","211","1","Новосибирская область","","1","1","0","68","59","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"337","10","20","0000-00-00","12 сентября 1938г.","211","2","Гор.Новосибирск. Томская жел.дор.","","1","1","0","18","1","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"338","10","21","0000-00-00","12 сентября 1938г.","212","1","Ленинградская область","","1","1","0","137","29","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"339","10","21","0000-00-00","12 сентября 1938г.","212","2","Гор.Ленинград. Октябрьская ж.д.","","1","1","0","19","12","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"340","10","21","0000-00-00","12 сентября 1938г.","212","3","Гор.Ленинград. Кировская ж.д.","","1","1","0","15","5","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"341","3","73","0000-00-00","сентябрь 1937г.","217","1","Украинская ССР","","1","0","0","38","0","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","1"
"342","3","74","0000-00-00","7 сентября 1937г.","218","1","Дальне-Восточный край","","1","0","0","72","0","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","1"
"343","3","75","0000-00-00","7 сентября 1937г.","219","1","Ленинградская обл.","","1","1","0","27","2","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","1"
"344","3","76","0000-00-00","7 сентября 1937г.","220","1","Москва-центр","","1","1","0","68","2","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","1"
"345","3","78","0000-00-00","15 сентября 1937г.","222","1","Красноярский край","","1","0","0","53","0","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"346","3","79","0000-00-00","15 сентября 1937г.","223","1","Дальне-Восточный край","","1","1","0","42","3","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"347","3","80","0000-00-00","15 сентября 1937г.","224","1","Ленинградская область","","1","1","0","21","1","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"348","3","81","0000-00-00","15 сентября 1937г.","225","1","Челябинская область","","1","1","0","25","8","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"349","3","82","0000-00-00","15 сентября 1937г.","226","1","Белорусская ССР","","1","1","0","103","6","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"350","3","83","0000-00-00","15 сентября 1937г.","227","1","Грузинская ССР","","1","1","0","312","13","0","","0","Цесарский (нач. 8 отд.ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","1"
"351","3","86","0000-00-00","22 сентября 1937г.","230","1","Воронежская обл.","","1","0","0","32","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"352","3","88","0000-00-00","22 сентября 1937г.","232","1","Красноярский край","","1","1","0","56","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"353","3","89","0000-00-00","22 сентября 1937г.","233","1","Казахская ССР","","1","1","0","64","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"354","3","90","0000-00-00","22 сентября 1937г.","234","1","Москва-центр","","1","1","0","69","14","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"355","3","91","0000-00-00","26 сентября 1937г.","235","1","Казахская ССР","","1","1","0","22","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"356","3","92","0000-00-00","26 сентября 1937г.","236","1","Украинская ССР","","1","1","0","326","57","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"357","3","93","0000-00-00","3 октября 1937г.","237","1","Украинская ССР","","1","0","0","8","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"358","3","95","0000-00-00","3 октября 1937г.","239","1","Западно-Сибирский край","","1","1","0","83","10","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"359","3","96","0000-00-00","3 октября 1937г.","240","1","Москва-центр","","1","0","0","7","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"360","3","97","0000-00-00","3 октября 1937г.","241","1","Восточно-Сибирская обл.","","1","1","0","42","12","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"361","3","98","0000-00-00","3 октября 1937г.","242","1","Красноярский край","","1","1","0","61","7","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"362","3","99","0000-00-00","3 октября 1937г.","243","1","Казахская ССР","","1","1","0","72","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"363","3","100","0000-00-00","3 октября 1937г.","244","1","Азербайджанская ССР","","1","1","0","176","27","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"364","3","103","0000-00-00","21 октября 1937г.","247","1","Москва-центр","","1","0","0","68","0","0","","0","","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"365","3","72","0000-00-00","7 сентября 1937г.","216","1","Татарская АССР","","1","1","0","25","16","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"366","3","72","0000-00-00","7 сентября 1937г.","216","2","Крымская АССР","","1","1","0","2","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"367","3","72","0000-00-00","7 сентября 1937г.","216","3","Башкирская АССР","","1","0","0","7","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"368","3","72","0000-00-00","7 сентября 1937г.","216","4","Украинская ССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"369","3","72","0000-00-00","7 сентября 1937г.","216","5","Дальне-Восточный край","","1","0","0","6","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"370","3","72","0000-00-00","7 сентября 1937г.","216","6","Челябинская обл.","","1","0","0","8","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов, Ежов","1","1","1","1","1","1","1","0"
"371","3","77","0000-00-00","15 сентября 1937г.","221","1","Калининская область","","1","1","0","37","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"372","3","77","0000-00-00","15 сентября 1937г.","221","2","Казахская ССР","","1","0","0","17","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"373","3","77","0000-00-00","15 сентября 1937г.","221","3","г.Харьков ДТО Южных ж.д.","","1","1","0","2","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"374","3","77","0000-00-00","15 сентября 1937г.","221","4","Украинская ССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"375","3","77","0000-00-00","15 сентября 1937г.","221","5","Кабардино-Балкарская АССР","","1","1","0","8","9","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"376","3","77","0000-00-00","15 сентября 1937г.","221","6","Армянская ССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"377","3","77","0000-00-00","15 сентября 1937г.","221","7","Темниковский лагерь","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"378","3","77","0000-00-00","15 сентября 1937г.","221","8","Крымская АССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"379","3","77","0000-00-00","15 сентября 1937г.","221","9","Западно-Сибирский край","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"380","3","84","0000-00-00","15 сентября 1937г.","228","1","Москва-центр","","1","1","0","118","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"381","3","84","0000-00-00","15 сентября 1937г.","228","2","Московская область","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов","1","1","1","1","1","1","1","0"
"382","3","85","0000-00-00","22 сентября 1937г.","229","1","Калуга. Московско-Киевская жел. дорога","","1","1","0","23","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"383","3","85","0000-00-00","22 сентября 1937г.","229","2","Киев. Юго-Западная жел. дорога","","1","1","0","11","9","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"384","3","85","0000-00-00","22 сентября 1937г.","229","3","Днепропетровск. Сталинская жел. дорога","","1","0","0","19","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"385","3","87","0000-00-00","22 сентября 1937г.","231","1","Ярославская область","","1","1","0","25","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"386","3","87","0000-00-00","22 сентября 1937г.","231","2","Челябинская область","","1","0","0","9","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"387","3","87","0000-00-00","22 сентября 1937г.","231","3","Кабардино-Балкарская АССР","","1","0","0","12","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Жданов","1","1","1","1","1","1","1","0"
"388","3","94","0000-00-00","3 октября 1937г.","238","1","Дальне-Восточный край","","1","0","0","8","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"389","3","94","0000-00-00","3 октября 1937г.","238","2","Челябинская область","","1","1","0","3","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"390","3","94","0000-00-00","3 октября 1937г.","238","3","Башкирская АССР","","0","1","0","0","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"391","3","94","0000-00-00","3 октября 1937г.","238","4","Украинская ССР","","1","0","0","4","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"392","3","101","0000-00-00","3 октября 1937г.","245","1","Москва-центр","","1","1","0","76","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"393","3","101","0000-00-00","3 октября 1937г.","245","2","Московская область","","1","1","0","22","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович","1","1","1","1","1","1","1","0"
"394","3","102","0000-00-00","21 октября 1937г.","246","1","Днепропетр.Сталинская ж.д.","","1","1","0","22","15","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"395","3","102","0000-00-00","21 октября 1937г.","246","2","Челябин.Южно-Урал.ж.д.","","1","1","0","14","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"396","3","102","0000-00-00","21 октября 1937г.","246","3","Оренбургская область","","1","0","0","15","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"397","3","102","0000-00-00","21 октября 1937г.","246","4","Воронежская область","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"398","3","104","0000-00-00","21 октября 1937г.","248","1","Сталинградская область","","1","1","0","11","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"399","3","104","0000-00-00","21 октября 1937г.","248","2","Татарская АССР","","1","1","0","11","20","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"400","3","104","0000-00-00","21 октября 1937г.","248","3","Башкирская АССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"401","3","104","0000-00-00","21 октября 1937г.","248","4","Ярославская область","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"402","6","5","0000-00-00","3 января 1938г.","339","1","Украинская ССР","","1","1","0","195","41","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"403","6","6","0000-00-00","3 января 1938г.","340","1","Горьковская область","","1","1","0","53","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"404","6","9","0000-00-00","3 января 1938г.","343","1","Горьковская область","","1","0","0","35","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"405","6","10","0000-00-00","3 января 1938г.","344","1","Москва-центр","","1","0","0","8","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"406","6","13","0000-00-00","3 января 1938г.","347","1","Казахская ССР","","1","1","0","248","38","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"407","6","14","0000-00-00","3 января 1938г.","348","1","Челябинская область","","1","0","0","73","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"408","6","18","0000-00-00","3 января 1938г.","352","1","Грузинская ССР","","1","0","0","316","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"409","6","19","0000-00-00","3 января 1938г.","353","1","Грузинская ССР","","1","0","0","300","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"410","6","20","0000-00-00","3 января 1938г.","354","1","Москва-центр","","1","0","0","6","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"411","6","23","0000-00-00","3 февраля 1938г.","357","1","Дальне-Восточный край","","1","0","0","127","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"412","6","24","0000-00-00","3 февраля 1938г.","358","1","Москва-центр","","1","0","0","4","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"413","6","26","0000-00-00","3 февраля 1938г.","360","1","Армянская ССР","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"414","6","27","0000-00-00","3 февраля 1938г.","361","1","Дальне-Восточный край","","1","0","0","14","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"415","6","30","0000-00-00","3 февраля 1938г.","364","1","г.Харьков.Южная ж.д.","","1","1","0","90","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"416","6","32","0000-00-00","3 февраля 1938г.","366","1","Оренбургская область","","1","0","0","60","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"417","6","33","0000-00-00","3 февраля 1938г.","367","1","Саратовская область","","1","0","0","8","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"418","6","35","0000-00-00","3 февраля 1938г.","369","1","Челябинск. Юж.-Уральская ж.д.","","1","1","0","20","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"419","6","36","0000-00-00","3 февраля 1938г.","370","1","Башкирская АССР","","1","1","0","135","17","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"420","6","37","0000-00-00","3 февраля 1938г.","371","1","г.Свердловск,ж.д. им.Кагановича","","1","1","0","25","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"421","6","38","0000-00-00","3 февраля 1938г.","372","1","Сталинградская область","","1","0","0","48","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"422","6","40","0000-00-00","3 февраля 1938г.","374","1","Калининская область","","1","1","0","13","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"423","6","41","0000-00-00","3 февраля 1938г.","375","1","Куйбышевская область","","1","1","0","118","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"424","6","42","0000-00-00","3 февраля 1938г.","376","1","Ленинградская область","","1","1","0","81","7","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"425","6","43","0000-00-00","3 февраля 1938г.","377","1","Ленинградская область","","1","1","0","75","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","1"
"426","6","44","0000-00-00","3 февраля 1938г.","378","1","Тамбовская область","","1","1","0","41","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"427","6","45","0000-00-00","3 февраля 1938г.","379","1","Горьковская область","","1","0","0","30","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","1"
"428","6","47","0000-00-00","3 февраля 1938г.","381","1","Москва-центр","","1","0","0","73","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","1"
"429","6","48","0000-00-00","9 февраля 1938г.","382","1","Дальне-Восточный край","","1","0","0","713","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"430","6","49","0000-00-00","9 февраля 1938г.","383","1","Дальне-Восточный край","","1","0","0","775","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"431","6","50","0000-00-00","14 февраля 1938г.","384","1","Грузинская ССР","","1","0","0","408","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"432","6","1","0000-00-00","3 января 1938г.","335","1","Москва-центр","","1","1","0","168","14","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"433","6","1","0000-00-00","3 января 1938г.","335","2","Московская область","","1","1","0","8","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"434","6","1","0000-00-00","3 января 1938г.","335","3","Москва. ДТО Метро","","1","0","0","4","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"435","6","2","0000-00-00","3 января 1938г.","336","1","Тамбовская область","","1","0","0","20","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"436","6","2","0000-00-00","3 января 1938г.","336","2","Ярославская область","","1","1","0","6","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"437","6","2","0000-00-00","3 января 1938г.","336","3","Ленинградская область","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"438","6","2","0000-00-00","3 января 1938г.","336","4","Белорусская ССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"439","6","3","0000-00-00","3 января 1938г.","337","1","Воронежская область","","1","1","0","21","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"440","6","3","0000-00-00","3 января 1938г.","337","2","Калининская область","","1","0","0","6","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"441","6","3","0000-00-00","3 января 1938г.","337","3","Северная область","","1","1","0","3","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"442","6","3","0000-00-00","3 января 1938г.","337","4","Крымская АССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
