"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"443","6","4","0000-00-00","3 января 1938г.","338","1","Красноярский край","","1","1","0","159","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"444","6","4","0000-00-00","3 января 1938г.","338","2","г.Красноярск. Красноярская ж.д.","","1","1","0","16","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"445","6","7","0000-00-00","3 января 1938г.","341","1","Оренбургская область","","1","1","0","95","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"446","6","7","0000-00-00","3 января 1938г.","341","2","Оренбург-Оренбургская ж.д.","","1","1","0","94","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"447","6","8","0000-00-00","3 января 1938г.","342","1","Сталинградская область","","1","1","0","8","9","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"448","6","8","0000-00-00","3 января 1938г.","342","2","Сталинград-Сталингр. ж.д.","","1","1","0","28","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"449","6","11","0000-00-00","3 января 1938г.","345","1","Дальне-Восточный край - (Хабаровск)","","1","1","0","80","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"450","6","11","0000-00-00","3 января 1938г.","345","2","Камчатская область - (Петропавловск)","","1","1","0","45","12","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"451","6","12","0000-00-00","3 января 1938г.","346","1","г.Алма-Ата.Туркестано-Сибирская ж.д.","","1","1","0","22","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"452","6","12","0000-00-00","3 января 1938г.","346","2","Башкирская АССР","","1","0","0","7","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"453","6","12","0000-00-00","3 января 1938г.","346","3","Армянская ССР","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"454","6","15","0000-00-00","3 января 1938г.","349","1","Челябинская область","","1","1","0","140","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"455","6","15","0000-00-00","3 января 1938г.","349","2","Челябинск-Ю.-Уральск.ж.д.","","1","1","0","38","21","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"456","6","16","0000-00-00","3 января 1938г.","350","1","Свердловская область","","1","1","0","15","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"457","6","16","0000-00-00","3 января 1938г.","350","2","Новосибирская область","","1","1","0","24","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"458","6","17","0000-00-00","3 января 1938г.","351","1","Свердловская область","","1","1","0","49","14","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"459","6","17","0000-00-00","3 января 1938г.","351","2","Свердловск - ж.д. им.Кагановича","","1","0","0","20","14","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"460","6","21","0000-00-00","3 января 1938г.","355","1","Москва-центр","","1","1","0","117","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"461","6","21","0000-00-00","3 января 1938г.","355","2","Московская область","","1","1","0","41","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"462","6","21","0000-00-00","3 января 1938г.","355","3","Москва-ж.д.им.Дзержинского","","0","1","0","0","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"463","6","22","0000-00-00","3 января 1938г.","356","1","Москва-центр","","1","0","0","72","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"464","6","22","0000-00-00","3 января 1938г.","356","2","Москва-центр (бывш.сотрудники НКВД)","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Жданов,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"465","6","25","0000-00-00","3 февраля 1938г.","359","1","Москва-центр","","1","1","0","110","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","0"
"466","6","25","0000-00-00","3 февраля 1938г.","359","2","Москва-центр (б.сотрудн.НКВД)","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","0"
"467","6","25","0000-00-00","3 февраля 1938г.","359","3","г.Калуга.Моск.Киев.ж.д.","","1","1","0","28","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович","1","1","1","1","1","1","1","0"
"468","6","28","0000-00-00","3 февраля 1938г.","362","1","Красноярский край","","1","1","0","55","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"469","6","28","0000-00-00","3 февраля 1938г.","362","2","Новосибирск. Томская ж.д.","","1","0","0","31","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"470","6","28","0000-00-00","3 февраля 1938г.","362","3","Узбекская ССР","","1","0","0","5","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"471","6","29","0000-00-00","3 февраля 1938г.","363","1","Украинская ССР","","1","0","0","79","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"472","6","29","0000-00-00","3 февраля 1938г.","363","2","Крымская АССР","","1","0","0","22","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"473","6","31","0000-00-00","3 февраля 1938г.","365","1","Оренбургская область","","1","1","0","46","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"474","6","31","0000-00-00","3 февраля 1938г.","365","2","Оренбург.Оренбургск.ж.д.","","1","0","0","22","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"475","6","34","0000-00-00","3 февраля 1938г.","368","1","Казахская ССР","","1","0","0","94","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","0"
"476","6","34","0000-00-00","3 февраля 1938г.","368","2","Алма-Ата Турк.-Сибирск.ж.д.","","1","1","0","10","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Ворошилов,Молотов,Каганович","1","1","1","1","1","1","1","0"
"477","6","39","0000-00-00","3 февраля 1938г.","373","1","Смоленская область","","1","0","0","6","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"478","6","39","0000-00-00","3 февраля 1938г.","373","2","Ржев. Калининская ж.д.","","1","1","0","6","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
